id,name,supertype,subtypes,hp,types,rarity,artist,attacks_count,attacks_damage,converted_retreat_cost,set_id,set_name,series,release_date,set_total
xy11-58,Croagunk,Pokémon,Basic,60,Fighting,Common,Masakazu Fukuda,1,,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-59,Toxicroak,Pokémon,Stage 1,90,Fighting,Rare,Hajime Kusajima,1,50,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-60,Sneasel,Pokémon,Basic,60,Darkness,Common,Hajime Kusajima,1,10,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-61,Weavile,Pokémon,Stage 1,90,Darkness,Rare,kawayoo,1,40,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-62,Spiritomb,Pokémon,Basic,70,Darkness,Rare,Ken Sugimori,2,10|,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-63,Pawniard,Pokémon,Basic,60,Darkness,Common,Sumiyoshi Kizuki,1,10×,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-64,Bisharp,Pokémon,Stage 1,100,Darkness|Metal,Rare Holo,Shin Nagasawa,2,30+|60,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-65,Yveltal,Pokémon,Basic,130,Darkness,Rare Holo,Hajime Kusajima,2,30|100,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-66,Yveltal BREAK,Pokémon,BREAK,150,Darkness,Rare BREAK,5ban Graphics,1,120,,xy11,Steam Siege,XY,2016/08/03,116
xy11-67,Steelix-EX,Pokémon,Basic|EX,180,Metal,Rare Holo EX,Eske Yoshinob,2,80+|100×,4.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-68,M Steelix-EX,Pokémon,MEGA|EX,240,Metal|Fighting,Rare Holo EX,5ban Graphics,1,160,4.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-69,Shieldon,Pokémon,Restored,90,Metal,Uncommon,Mizue,2,20|60,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-70,Bastiodon,Pokémon,Stage 1,150,Metal,Rare,match,2,|100+,4.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-71,Klink,Pokémon,Basic,50,Metal,Common,Miki Tanaka,1,10×,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-72,Klang,Pokémon,Stage 1,80,Metal,Uncommon,Shigenori Negishi,2,30|30×,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-73,Klinklang,Pokémon,Stage 2,140,Metal,Rare Holo,Midori Harada,1,70,3.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-74,Cobalion,Pokémon,Basic,120,Metal,Rare,kirisAki,2,|30+,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-75,Magearna-EX,Pokémon,Basic|EX,160,Metal,Rare Holo EX,5ban Graphics,1,120,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-76,Marill,Pokémon,Basic,60,Fairy,Common,Shibuzoh.,1,10,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-77,Azumarill,Pokémon,Stage 1,100,Fairy|Water,Uncommon,Sanosuke Sakuma,2,30+|80,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-78,Gardevoir-EX,Pokémon,Basic|EX,170,Fairy,Rare Holo EX,Eske Yoshinob,2,30+|120,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-79,M Gardevoir-EX,Pokémon,MEGA|EX,210,Fairy|Psychic,Rare Holo EX,5ban Graphics,1,110+,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-80,Klefki,Pokémon,Basic,70,Fairy,Uncommon,Saya Tsuruta,1,30,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-81,Xerneas,Pokémon,Basic,130,Fairy,Rare Holo,Megumi Mizutani,2,|100,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-82,Xerneas BREAK,Pokémon,BREAK,150,Fairy,Rare BREAK,5ban Graphics,1,20×,,xy11,Steam Siege,XY,2016/08/03,116
xy11-83,Druddigon,Pokémon,Basic,120,Dragon,Rare,kawayoo,2,20+|100,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-84,Deino,Pokémon,Basic,60,Dragon,Common,Suwama Chiaki,2,|20,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-85,Zweilous,Pokémon,Stage 1,90,Dragon,Uncommon,Ken Sugimori,2,20×|80,3.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-86,Hydreigon,Pokémon,Stage 2,150,Dragon,Rare Holo,Hideki Ishikawa,2,40|50×,3.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-87,Hydreigon BREAK,Pokémon,BREAK,190,Dragon,Rare BREAK,5ban Graphics,1,150,,xy11,Steam Siege,XY,2016/08/03,116
xy11-88,Meowth,Pokémon,Basic,60,Colorless,Common,Masakazu Fukuda,2,|20,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-89,Persian,Pokémon,Stage 1,90,Colorless,Uncommon,Anesaki Dynamic,2,30+|30×,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-90,Aipom,Pokémon,Basic,60,Colorless,Common,Naoki Saito,2,|20,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-91,Ambipom,Pokémon,Stage 1,90,Colorless,Uncommon,Atsuko Nishida,2,20+|50×,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-92,Rufflet,Pokémon,Basic,60,Colorless,Common,Mitsuhiro Arita,1,20,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-93,Braviary,Pokémon,Stage 1,120,Colorless,Uncommon,Kyoko Umemoto,2,20+|120-,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-94,Fletchling,Pokémon,Basic,40,Colorless,Common,TOKIYA,1,20,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-95,Fletchinder,Pokémon,Stage 1,70,Colorless,Uncommon,Shigenori Negishi,1,30,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-96,Talonflame,Pokémon,Stage 2,130,Colorless,Rare,Kouki Saitou,1,40,,xy11,Steam Siege,XY,2016/08/03,116
xy11-97,Hawlucha,Pokémon,Basic,80,Colorless,Uncommon,miki kudo,1,20+,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-98,Armor Fossil Shieldon,Trainer,Item,,,Uncommon,Toyste Beach,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-99,Captivating Poké Puff,Trainer,Item,,,Uncommon,Toyste Beach,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-100,Claw Fossil Anorith,Trainer,Item,,,Uncommon,Toyste Beach,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-101,Gardevoir Spirit Link,Trainer,Pokémon Tool,,,Uncommon,5ban Graphics,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-102,Greedy Dice,Trainer,Item,,,Uncommon,Toyste Beach,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-103,Ninja Boy,Trainer,Supporter,,,Uncommon,Megumi Mizutani,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-104,Pokémon Ranger,Trainer,Supporter,,,Uncommon,Yusuke Ohmura,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-105,Special Charge,Trainer,Item,,,Uncommon,Toyste Beach,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-106,Steelix Spirit Link,Trainer,Pokémon Tool,,,Uncommon,5ban Graphics,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-107,Volcanion-EX,Pokémon,Basic|EX,180,Fire|Water,Rare Ultra,5ban Graphics,1,130,3.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-108,Steelix-EX,Pokémon,Basic|EX,180,Metal,Rare Ultra,Ryo Ueda,2,80+|100×,4.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-109,M Steelix-EX,Pokémon,MEGA|EX,240,Metal|Fighting,Rare Ultra,5ban Graphics,1,160,4.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-110,Magearna-EX,Pokémon,Basic|EX,160,Metal,Rare Ultra,5ban Graphics,1,120,1.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-111,Gardevoir-EX,Pokémon,Basic|EX,170,Fairy,Rare Ultra,Ryo Ueda,2,30+|120,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-112,M Gardevoir-EX,Pokémon,MEGA|EX,210,Fairy|Psychic,Rare Ultra,5ban Graphics,1,110+,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-113,Pokémon Ranger,Trainer,Supporter,,,Rare Ultra,Megumi Mizutani,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-114,Professor Sycamore,Trainer,Supporter,,,Rare Ultra,Yusuke Ohmura,0,,,xy11,Steam Siege,XY,2016/08/03,116
xy11-115,Volcanion-EX,Pokémon,Basic|EX,180,Fire|Water,Rare Secret,Mitsuhiro Arita,1,130,3.0,xy11,Steam Siege,XY,2016/08/03,116
xy11-116,Gardevoir-EX,Pokémon,Basic|EX,170,Fairy,Rare Secret,Eske Yoshinob,2,30+|120,2.0,xy11,Steam Siege,XY,2016/08/03,116
xy12-1,Venusaur-EX,Pokémon,Basic|EX,180,Grass,Rare Holo EX,Eske Yoshinob,2,60|90,4.0,xy12,Evolutions,XY,2016/11/02,113
xy12-2,M Venusaur-EX,Pokémon,MEGA|EX,230,Grass,Rare Holo EX,5ban Graphics,1,120,4.0,xy12,Evolutions,XY,2016/11/02,113
xy12-3,Caterpie,Pokémon,Basic,40,Grass,Common,Ken Sugimori,1,10,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-4,Metapod,Pokémon,Stage 1,70,Grass,Uncommon,Ken Sugimori,2,|20,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-5,Weedle,Pokémon,Basic,40,Grass,Common,Mitsuhiro Arita,1,10,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-6,Kakuna,Pokémon,Stage 1,80,Grass,Uncommon,Keiji Kinebuchi,2,|20,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-7,Beedrill,Pokémon,Stage 2,120,Grass,Rare,Ken Sugimori,2,30|,,xy12,Evolutions,XY,2016/11/02,113
xy12-8,Tangela,Pokémon,Basic,80,Grass,Common,Mitsuhiro Arita,2,20|30,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-9,Charmander,Pokémon,Basic,60,Fire,Common,Mitsuhiro Arita,2,10|30,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-10,Charmeleon,Pokémon,Stage 1,80,Fire,Uncommon,Mitsuhiro Arita,2,50|90,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-11,Charizard,Pokémon,Stage 2,150,Fire,Rare Holo,Mitsuhiro Arita,1,200,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-12,Charizard-EX,Pokémon,Basic|EX,180,Fire,Rare Holo EX,PLANETA,2,60|150,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-13,M Charizard-EX,Pokémon,MEGA|EX,220,Fire,Rare Holo EX,5ban Graphics,1,300,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-14,Vulpix,Pokémon,Basic,60,Fire,Common,Ken Sugimori,1,20,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-15,Ninetales,Pokémon,Stage 1,100,Fire,Rare Holo,Ken Sugimori,2,|120,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-16,Ninetales BREAK,Pokémon,BREAK,140,Fire,Rare BREAK,5ban Graphics,1,10+,,xy12,Evolutions,XY,2016/11/02,113
xy12-17,Growlithe,Pokémon,Basic,70,Fire,Common,Ken Sugimori,2,10|20,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-18,Arcanine,Pokémon,Stage 1,130,Fire,Rare,Ken Sugimori,1,150,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-19,Ponyta,Pokémon,Basic,60,Fire,Common,Ken Sugimori,2,20|30,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-20,Magmar,Pokémon,Basic,80,Fire,Uncommon,Ken Sugimori,2,30|60,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-21,Blastoise-EX,Pokémon,Basic|EX,180,Water,Rare Holo EX,Eske Yoshinob,2,30|120,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-22,M Blastoise-EX,Pokémon,MEGA|EX,220,Water,Rare Holo EX,5ban Graphics,1,120,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-23,Poliwag,Pokémon,Basic,60,Water,Common,Ken Sugimori,1,30,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-24,Poliwhirl,Pokémon,Stage 1,80,Water,Uncommon,Ken Sugimori,2,30|50×,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-25,Poliwrath,Pokémon,Stage 2,140,Water,Rare Holo,Ken Sugimori,2,50+|80,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-26,Slowbro-EX,Pokémon,Basic|EX,180,Water,Rare Holo EX,Ayaka Yoshida,2,|100,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-27,M Slowbro-EX,Pokémon,MEGA|EX,220,Water,Rare Holo EX,5ban Graphics,1,100+,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-28,Seel,Pokémon,Basic,80,Water,Common,Ken Sugimori,2,|20,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-29,Dewgong,Pokémon,Stage 1,120,Water,Rare,Mitsuhiro Arita,2,|90,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-30,Staryu,Pokémon,Basic,60,Water,Common,Keiji Kinebuchi,1,10+,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-31,Starmie,Pokémon,Stage 1,90,Water,Rare,Keiji Kinebuchi,1,30,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-32,Starmie BREAK,Pokémon,BREAK,130,Water,Rare BREAK,5ban Graphics,1,,,xy12,Evolutions,XY,2016/11/02,113
xy12-33,Magikarp,Pokémon,Basic,30,Water,Common,Mitsuhiro Arita,1,10×,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-34,Gyarados,Pokémon,Stage 1,130,Water,Rare Holo,Mitsuhiro Arita,2,50|180,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-35,Pikachu,Pokémon,Basic,60,Lightning,Common,Mitsuhiro Arita,2,10|30,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-36,Raichu,Pokémon,Stage 1,100,Lightning,Rare Holo,Ken Sugimori,2,|70+,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-37,Magnemite,Pokémon,Basic,50,Lightning,Common,Keiji Kinebuchi,2,|50,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-38,Magneton,Pokémon,Stage 1,80,Lightning,Rare Holo,Keiji Kinebuchi,2,30|80,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-39,Voltorb,Pokémon,Basic,60,Lightning,Common,Keiji Kinebuchi,1,10×,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-40,Electrode,Pokémon,Stage 1,80,Lightning,Rare,Keiji Kinebuchi,1,70,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-41,Electabuzz,Pokémon,Basic,70,Lightning,Common,Ken Sugimori,2,10|30+,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-42,Zapdos,Pokémon,Basic,110,Lightning,Rare Holo,Ken Sugimori,2,90|170,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-43,Nidoran ♂,Pokémon,Basic,60,Psychic,Common,Ken Sugimori,1,10×,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-44,Nidorino,Pokémon,Stage 1,90,Psychic,Uncommon,Mitsuhiro Arita,2,20|30×,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-45,Nidoking,Pokémon,Stage 2,150,Psychic,Rare Holo,Ken Sugimori,2,40|100,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-46,Nidoking BREAK,Pokémon,BREAK,180,Psychic,Rare BREAK,5ban Graphics,1,120,,xy12,Evolutions,XY,2016/11/02,113
xy12-47,Gastly,Pokémon,Basic,40,Psychic,Common,Keiji Kinebuchi,2,|20,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-48,Haunter,Pokémon,Stage 1,70,Psychic,Uncommon,Keiji Kinebuchi,2,|80,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-49,Drowzee,Pokémon,Basic,60,Psychic,Common,Ken Sugimori,2,10|10,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-50,Koffing,Pokémon,Basic,60,Psychic,Uncommon,Mitsuhiro Arita,1,10,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-51,Mewtwo,Pokémon,Basic,130,Psychic,Rare,Ken Sugimori,2,20+|,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-52,Mewtwo-EX,Pokémon,Basic|EX,180,Psychic,Rare Holo EX,Eske Yoshinob,3,||110,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-53,Mew,Pokémon,Basic,40,Psychic,Rare Holo,Ken Sugimori,1,30,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-54,Sandshrew,Pokémon,Basic,60,Fighting,Common,Ken Sugimori,1,10,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-55,Diglett,Pokémon,Basic,40,Fighting,Common,Keiji Kinebuchi,1,,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-56,Dugtrio,Pokémon,Stage 1,90,Fighting,Rare,Keiji Kinebuchi,2,40|130,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-57,Machop,Pokémon,Basic,70,Fighting,Common,Mitsuhiro Arita,1,20×,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-58,Machoke,Pokémon,Stage 1,90,Fighting,Uncommon,Ken Sugimori,2,60-|80,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-59,Machamp,Pokémon,Stage 2,160,Fighting,Rare Holo,Ken Sugimori,1,120,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-60,Machamp BREAK,Pokémon,BREAK,190,Fighting,Rare BREAK,5ban Graphics,1,100,,xy12,Evolutions,XY,2016/11/02,113
xy12-61,Onix,Pokémon,Basic,100,Fighting,Common,Ken Sugimori,2,|40,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-62,Hitmonchan,Pokémon,Basic,90,Fighting,Rare Holo,Ken Sugimori,2,30|90,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-63,Clefairy,Pokémon,Basic,40,Fairy,Rare Holo,Ken Sugimori,2,|,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-64,Pidgeot-EX,Pokémon,Basic|EX,170,Colorless,Rare Holo EX,Eske Yoshinob,2,|80,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-65,M Pidgeot-EX,Pokémon,MEGA|EX,220,Colorless,Rare Holo EX,5ban Graphics,1,130,,xy12,Evolutions,XY,2016/11/02,113
xy12-66,Rattata,Pokémon,Basic,40,Colorless,Common,Mitsuhiro Arita,1,10,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-67,Raticate,Pokémon,Stage 1,60,Colorless,Rare,Ken Sugimori,2,10|60×,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-68,Farfetch'd,Pokémon,Basic,70,Colorless,Rare,Ken Sugimori,2,50|50,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-69,Doduo,Pokémon,Basic,60,Colorless,Common,Mitsuhiro Arita,1,10×,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-70,Chansey,Pokémon,Basic,120,Colorless,Rare Holo,Ken Sugimori,2,|80,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-71,Porygon,Pokémon,Basic,60,Colorless,Uncommon,Tomoaki Imakuni,1,,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-72,Dragonite-EX,Pokémon,Basic|EX,180,Colorless,Rare Holo EX,Ayaka Yoshida,1,130,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-73,Blastoise Spirit Link,Trainer,Pokémon Tool,,,Uncommon,5ban Graphics,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-74,Brock's Grit,Trainer,Supporter,,,Uncommon,Ken Sugimori,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-75,Charizard Spirit Link,Trainer,Pokémon Tool,,,Uncommon,5ban Graphics,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-76,Devolution Spray,Trainer,Item,,,Uncommon,Keiji Kinebuchi,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-77,Energy Retrieval,Trainer,Item,,,Uncommon,Keiji Kinebuchi,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-78,Full Heal,Trainer,Item,,,Uncommon,Keiji Kinebuchi,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-79,Maintenance,Trainer,Item,,,Uncommon,Keiji Kinebuchi,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-80,Misty's Determination,Trainer,Supporter,,,Uncommon,Ken Sugimori,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-81,Pidgeot Spirit Link,Trainer,Pokémon Tool,,,Uncommon,5ban Graphics,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-82,Pokédex,Trainer,Item,,,Uncommon,Keiji Kinebuchi,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-83,Potion,Trainer,Item,,,Uncommon,Keiji Kinebuchi,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-84,Professor Oak's Hint,Trainer,Supporter,,,Uncommon,Ken Sugimori,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-85,Revive,Trainer,Item,,,Uncommon,Keiji Kinebuchi,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-86,Slowbro Spirit Link,Trainer,Pokémon Tool,,,Uncommon,5ban Graphics,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-87,Super Potion,Trainer,Item,,,Uncommon,Keiji Kinebuchi,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-88,Switch,Trainer,Item,,,Uncommon,Keiji Kinebuchi,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-89,Venusaur Spirit Link,Trainer,Pokémon Tool,,,Uncommon,5ban Graphics,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-90,Double Colorless Energy,Energy,Special,,,Uncommon,Keiji Kinebuchi,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-91,Grass Energy,Energy,Basic,,,Common,,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-92,Fire Energy,Energy,Basic,,,Common,,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-93,Water Energy,Energy,Basic,,,Common,,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-94,Lightning Energy,Energy,Basic,,,Common,,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-95,Psychic Energy,Energy,Basic,,,Common,,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-96,Fighting Energy,Energy,Basic,,,Common,,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-97,Darkness Energy,Energy,Basic,,,Common,,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-98,Metal Energy,Energy,Basic,,,Common,,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-99,Fairy Energy,Energy,Basic,,,Common,,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-100,M Venusaur-EX,Pokémon,MEGA|EX,230,Grass,Rare Ultra,5ban Graphics,1,120,4.0,xy12,Evolutions,XY,2016/11/02,113
xy12-101,M Charizard-EX,Pokémon,MEGA|EX,220,Fire,Rare Ultra,5ban Graphics,1,300,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-102,M Blastoise-EX,Pokémon,MEGA|EX,220,Water,Rare Ultra,5ban Graphics,1,120,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-103,Mewtwo-EX,Pokémon,Basic|EX,180,Psychic,Rare Ultra,Ryo Ueda,3,||110,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-104,Pidgeot-EX,Pokémon,Basic|EX,170,Colorless,Rare Ultra,Ryo Ueda,2,|80,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-105,M Pidgeot-EX,Pokémon,MEGA|EX,220,Colorless,Rare Ultra,5ban Graphics,1,130,,xy12,Evolutions,XY,2016/11/02,113
xy12-106,Dragonite-EX,Pokémon,Basic|EX,180,Colorless,Rare Ultra,Ryo Ueda,1,130,3.0,xy12,Evolutions,XY,2016/11/02,113
xy12-107,Brock's Grit,Trainer,Supporter,,,Rare Ultra,Hitoshi Ariga,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-108,Misty's Determination,Trainer,Supporter,,,Rare Ultra,Megumi Mizutani,0,,,xy12,Evolutions,XY,2016/11/02,113
xy12-109,ナッシー[Exeggutor],Pokémon,Stage 1,80,Grass,Rare Secret,Dr.Ooyama,1,20+,2.0,xy12,Evolutions,XY,2016/11/02,113
xy12-110,Flying Pikachu,Pokémon,Basic,40,Lightning,Rare Secret,Toshinao Aoki,2,10|30,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-111,Surfing Pikachu,Pokémon,Basic,50,Lightning,Rare Secret,Toshinao Aoki,1,30,1.0,xy12,Evolutions,XY,2016/11/02,113
xy12-112,Imakuni?'s Doduo,Pokémon,Basic,50,Colorless,Rare Secret,Imakuni?,1,30,,xy12,Evolutions,XY,2016/11/02,113
xy12-113,Here Comes Team Rocket!,Trainer,Supporter,,,Rare Secret,Ken Sugimori,0,,,xy12,Evolutions,XY,2016/11/02,113
xy2-1,Caterpie,Pokémon,Basic,40,Grass,Common,Sumiyoshi Kizuki,1,10,1.0,xy2,Flashfire,XY,2014/05/07,110
xy2-2,Metapod,Pokémon,Stage 1,70,Grass,Uncommon,kawayoo,1,,2.0,xy2,Flashfire,XY,2014/05/07,110
xy2-3,Butterfree,Pokémon,Stage 2,130,Grass,Rare,sui,2,|70,1.0,xy2,Flashfire,XY,2014/05/07,110
xy2-4,Pineco,Pokémon,Basic,60,Grass,Common,Suwama Chiaki,1,20,2.0,xy2,Flashfire,XY,2014/05/07,110
xy2-5,Seedot,Pokémon,Basic,50,Grass,Common,Naoyo Kimura,1,,1.0,xy2,Flashfire,XY,2014/05/07,110
xy2-6,Nuzleaf,Pokémon,Stage 1,80,Grass,Uncommon,Midori Harada,2,20|40,1.0,xy2,Flashfire,XY,2014/05/07,110
xy2-7,Shiftry,Pokémon,Stage 2,140,Grass,Rare Holo,Kouki Saitou,1,20×,2.0,xy2,Flashfire,XY,2014/05/07,110
xy2-8,Roselia,Pokémon,Basic,60,Grass,Common,kirisAki,2,10|20,1.0,xy2,Flashfire,XY,2014/05/07,110
xy2-9,Roserade,Pokémon,Stage 1,90,Grass,Uncommon,Masakazu Fukuda,2,|70,1.0,xy2,Flashfire,XY,2014/05/07,110
xy2-10,Maractus,Pokémon,Basic,90,Grass,Uncommon,match,2,|20×,1.0,xy2,Flashfire,XY,2014/05/07,110
xy2-11,Charizard-EX,Pokémon,Basic|EX,180,Fire,Rare Holo EX,Eske Yoshinob,2,|120,2.0,xy2,Flashfire,XY,2014/05/07,110
xy2-12,Charizard-EX,Pokémon,Basic|EX,180,Fire,Rare Holo EX,PLANETA,2,60|150,2.0,xy2,Flashfire,XY,2014/05/07,110
xy2-13,M Charizard-EX,Pokémon,MEGA|EX,220,Fire,Rare Holo EX,5ban Graphics,1,300,1.0,xy2,Flashfire,XY,2014/05/07,110
